,Abbrev,Court,Phases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,OH,State Supreme Court,No,No,Yes,No,No,,No,No,No,No,Gubernatorial Appointment,No,No,No,No,No,,No,Yes,Partisan,No,Partisan Elections,No,No,No,No,No,,No,Yes,Partisan,No,Partisan Elections,No,No,No,Yes,No,No,No,No,"<p><strong>Filling an Interim Vacancy:</strong> When a seat on the Ohio Court of Appeals becomes open in the middle of a judge’s term, the governor appoints a judicial candidate to the empty seat on the bench. The appointed judge holds office until Ohio’s next general election more than 40 days after the vacancy occurred, unless the remainder of the term concludes within a year of said election, in which case the appointed judge serves the remainder of the unexpired term. During the election, multiple candidates may vie for the seat in a partisan election. The elected judge serves the remainder of the unexpired term.</p>

<p><strong>Filling a Vacancy at the End of a Justice’s Term:</strong> When a seat becomes open at the end of a judge’s term (for example, due to retirement), the vacancy is filled through a partisan election, where multiple candidates may vie for the seat. The elected judge serves a six-year term.</p>

<p><strong>Additional Terms:</strong>  A sitting judge approaching the end of her term may seek additional six-year terms through participating in a partisan election, where multiple candidates may vie for the seat.</p>

<p><strong>Age/Term Limits:</strong> There is no limit on the number of terms a justice may serve; however, a justice may not be appointed or elected after turning 70.</p>
"
Oklahoma,OK,State Supreme Court,Yes,Binding Commission,Yes,No,No,,No,No,No,No,Gubernatorial Appointment,Yes,Binding Commission,Yes,No,No,,No,No,No,No,Gubernatorial Appointment,No,No,No,No,No,,No,Yes,Retention,No,Retention Elections,Yes,No,No,No,No,No,No,No,"<p><strong>Filling an Interim Vacancy:</strong> When a seat on the Oklahoma Supreme Court becomes open in the middle of a justice’s term, the governor appoints a judicial candidate from a list provided by a judicial nominating commission. </p>

<p><strong>Filling a Vacancy at the End of a Justice’s Term:</strong> When a seat becomes open at the end of a justice’s term (for example, due to retirement or the loss of a retention election), the governor appoints a judicial candidate from a list provided by a judicial nominating commission.</p>

<p><strong>Additional Terms:</strong> Once an appointed justice has at least one year of experience on the court, she stands in an unopposed yes/no retention vote at the time of Oklahoma’s next general election. If retained by the voting public she serves a six-year term. She may stand for additional six-year terms in the same retention process.</p>

<p><strong>Age/Term Limits:</strong> There is no limit on the number of terms a justice may serve or an age at which they are prevented from holding office.</p>
"
Oregon,OR,State Supreme Court,No,No,Yes,No,No,,No,No,No,No,Gubernatorial Appointment,No,No,No,No,No,,No,Yes,Nonpartisan,No,Nonpartisan Elections,No,No,No,No,No,,No,Yes,Nonpartisan,No,Nonpartisan Elections,No,No,Yes,No,No,No,No,No,"<p><strong>Filling an Interim Vacancy:</strong> When a seat on the Oregon Supreme Court becomes open in the middle of a justice’s term, the governor appoints a judicial candidate to the empty seat on the bench. The appointed justice holds office until Oregon’s next general election. During the general election, multiple candidates may vie for the seat in a nonpartisan election. The elected justice serves a six-year term.</p>

<p><strong>Filling a Vacancy at the End of a Justice’s Term:</strong> When a seat becomes open at the end of a justice’s term (for example, due to retirement), the vacancy is filled through a nonpartisan election, where multiple candidates may vie for the seat. The elected justice serves a six-year term.</p>

<p><strong>Additional Terms:</strong> A sitting justice approaching the end of her term may seek additional six-year terms through participating in a nonpartisan election, where multiple candidates may vie for the seat.</p>

<p><strong>Age/Term Limits:</strong> There is no limit on the number of terms a justice may serve but there is a mandatory retirement age of 75.</p>
"
Pennsylvania,PA,State Supreme Court,No,No,Yes,Yes,Senate,,No,No,No,No,Gubernatorial Appointment,No,No,No,No,No,,No,Yes,Partisan,No,Partisan Elections,No,No,No,No,No,,No,Yes,Retention,No,Retention Elections,No,No,No,Yes,No,No,No,No,"<p><strong>Filling an Interim Vacancy:</strong> When a seat on the Pennsylvania Supreme Court becomes open in the middle of a justice’s term, the governor appoints a judicial candidate to the empty seat on the bench. The governor’s selection must be confirmed by a two-thirds vote of the state Senate. The appointed justice holds office until the next municipal election more than 10 months after the vacancy opened, unless the remainder of the seat’s term runs out before then. During the election, multiple candidates may vie for the seat in a partisan election. The elected justice serves a 10-year term.</p>

<p><strong>Filling a Vacancy at the End of a Justice’s Term:</strong> When a seat becomes open at the end of a justice’s term (for example, due to retirement or the loss of a retention election), the vacancy is filled through a partisan election, where multiple candidates may vie for the seat. The elected justice serves a 10-year term.</p>

<p><strong>Additional Terms:</strong> An elected justice approaching the end of a full term may seek additional 10-year terms through standing in an unopposed yes/no retention vote.</p>

<p><strong>Age/Term Limits:</strong> There is no limit on the number of terms a justice may serve but there is a mandatory retirement age of 70.</p>
"
Rhode Island,RI,State Supreme Court,Yes ,Binding Commission,Yes,Yes,House & Senate,,No,No,No,No,Gubernatorial Appointment,Yes,Binding Commission,Yes,Yes,House & Senate,,No,No,No,No,Gubernatorial Appointment,,,,,,,,,,,,No,Yes,No,No,No,No,No,No,"<p><strong> Filling an Interim Vacancy:</strong> When a seat on the Rhode Island Supreme Court becomes open in the middle of a justice’s term, the governor selects a judicial candidate from a list provided by a judicial nominating commission. The governor’s nominee must be confirmed by a majority vote of the state House and Senate. An appointed justice serves a single life term with no mandatory retirement age.</p>

<p><strong> Filling a Vacancy at the End of a Justice’s Term:</strong> When a seat becomes open at the end of a justice’s term (for example, due to retirement), the governor selects a judicial candidate from a list provided by a judicial nominating commission. The governor’s nominee must be confirmed by a majority vote of the state House and Senate. An appointed justice serves a single life term with no mandatory retirement age.</p>

<p><strong>Additional Terms:</strong> Not applicable. Justices serve a single term.</p>

<p><strong>Age/Term Limits:</strong> Justices are appointed for a single life term with no mandatory retirement age.</p>
"
South Carolina,SC,State Supreme Court,Yes,Binding Commission,Yes,No,No,,Yes,No,No,No,Hybrid,Yes,Binding Commission,No,No,No,,Yes,No,No,No,Legislative Appointment,Yes,Binding Commission,No,No,No,,Yes,No,No,No,Legislative Appointment,No,No,No,No,Yes,No,No,No,"<p><strong>Filling an Interim Vacancy:</strong> When a seat on the South Carolina Supreme Court becomes open in the middle of a justice’s term, the Legislature votes to appoint a judicial candidate from a list provided by a judicial nominating commission. If less than one year remains of the unexpired term the governor may appoint a judicial candidate instead. The appointed justice serves the remainder of the unexpired term. </p>

<p><strong>Filling a Vacancy at the End of a Justice’s Term:</strong> When a seat becomes open at the end of a justice’s term (for example, due to retirement), the Legislature votes to appoint a judicial candidate, selected from a list provided by a judicial nominating commission, to a 10-year term.</p>

<p><strong>Additional Terms:</strong> A sitting justice approaching the end of a full term may stand for reappointment by the Legislature to additional 10-year terms in the same appointment process.</p>

<p><strong>Age/Term Limits:</strong> There is no limit on the number of terms a justice may serve but there is a mandatory retirement age of 72.</p>
"
South Dakota,SD,State Supreme Court,Yes,Binding Commission,Yes,No,No,,No,No,No,No,Gubernatorial Appointment,Yes,Binding Commission,Yes,No,No,,No,No,No,No,Gubernatorial Appointment,No,No,No,No,No,,No,Yes,Retention,No,Retention Elections,Yes,No,No,No,No,No,No,No,"<p><strong>Filling an Interim Vacancy:</strong> When a seat on the South Dakota Supreme Court becomes open in the middle of a justice’s term, the governor appoints a judicial candidate from a list provided by a judicial nominating commission. </p>

<p><strong>Filling a Vacancy at the End of a Justice’s Term:</strong> When a seat becomes open at the end of a justice’s term (for example, due to retirement or the loss of a retention election), the governor appoints a judicial candidate from a list provided by a judicial nominating commission.</p>

<p><strong>Additional Terms:</strong> Once an appointed justice has at least three years of experience on the court, she stands in an unopposed yes/no retention vote at the time of South Dakota’s next general election. If retained by the voting public she serves an eight-year term. She may stand for additional eight-year terms in the same retention process.</p>

<p><strong>Age/Term Limits:</strong> There is no limit on the number of terms a justice may serve but there is a mandatory retirement age of 70.</p>
"
Tennessee,TN,State Supreme Court,Yes,Binding Commission,Yes,Yes,House & Senate,,No,No,No,No,Gubernatorial Appointment,Yes,Binding Commission,Yes,Yes,House & Senate,,No,No,No,No,Gubernatorial Appointment,No,No,No,No,No,,No,Yes,Retention,No,Retention Elections,Yes,No,No,No,No,No,No,No,"<p><strong>Filling an Interim Vacancy:</strong> When a seat on the Tennessee Supreme Court becomes open in the middle of a justice’s term, the governor nominates a judicial candidate from a list provided by a judicial nominating commission. The governor’s nominee must be confirmed by a majority vote of the state House and Senate.</p>

<p><strong>Filling a Vacancy at the End of a Justice’s Term:</strong> When a seat becomes open at the end of a justice’s term (for example, due to retirement or the loss of a retention election), the governor nominates a judicial candidate from a list provided by a judicial nominating commission. The governor’s nominee must be confirmed by a majority vote of the state House and Senate.</p>

<p><strong>Additional Terms:</strong> Once an appointed justice has at least 30 days of experience on the court, she stands in an unopposed yes/no retention vote at the time of Tennessee’s next general election. If retained by the voting public she serves an eight-year term unless she was first appointed to fill an unexpired term, in which case she serves the remainder of the unexpired term. She may stand for additional eight-year terms in the same retention process.</p>

<p><strong>Age/Term Limits:</strong> There is no limit on the number of terms a justice may serve or an age at which they are prevented from holding office.</p>
"
Texas,TX,State Supreme Court,No,No,Yes,Yes,Senate,,No,No,No,No,Gubernatorial Appointment,No,No,No,No,No,,No,Yes,Partisan,No,Partisan Elections,No,No,No,No,No,,No,Yes,Partisan,No,Partisan Elections,No,No,No,Yes,No,No,No,No,"<p><strong>Filling an Interim Vacancy:</strong> When a seat on the Texas Supreme Court becomes open in the middle of a justice’s term, the governor appoints a judicial candidate to the empty seat on the bench. The governor’s selection must be confirmed by a majority vote of the state Senate. The appointed justice holds office until Texas’ next general election. During the general election, multiple candidates may vie for the seat in a partisan election. The elected justice serves a six-year term.</p>

<p><strong>Filling a Vacancy at the End of a Justice’s Term:</strong> When a seat becomes open at the end of a justice’s term (for example, due to retirement), the vacancy is filled through a partisan election, where multiple candidates may vie for the seat. The elected justice serves a six-year term.</p>

<p><strong>Additional Terms:</strong> A sitting justice approaching the end of her term may seek additional six-year terms through participating in a partisan election, where multiple candidates may vie for the seat.</p>

<p><strong>Age/Term Limits:</strong> There is no limit on the number of terms a justice may serve; however, a justice may not stand for election after turning 75. A justice who turns 75 during the first four years of her six-year term must vacate the seat at the end of the calendar year of the term’s fourth year. A justice who turns 75 in the final two years of the seat’s term is permitted to complete the remainder of her term.</p>
"
Utah,UT,State Supreme Court,Yes,Binding Commission,Yes,Yes,Senate,,No,No,No,No,Gubernatorial Appointment,Yes,Binding Commission,Yes,Yes,Senate,,No,No,No,No,Gubernatorial Appointment,No,No,No,No,No,,No,Yes,Retention,No,Retention Elections,Yes,No,No,No,No,No,No,No,"<p><strong>Filling an Interim Vacancy:</strong> When a seat on the Utah Supreme Court becomes open in the middle of a justice’s term, the governor nominates a judicial candidate from a list provided by a judicial nominating commission. The governor’s nominee must be confirmed by a majority vote of the state Senate. </p>

<p><strong>Filling a Vacancy at the End of a Justice’s Term:</strong> When a seat becomes open at the end of a justice’s term (for example, due to retirement or the loss of a retention election), the governor nominates a judicial candidate from a list provided by a judicial nominating commission. The governor’s nominee must be confirmed by a majority vote of the state Senate.</p>

<p><strong>Additional Terms:</strong> Once an appointed justice has at least three years of experience on the court, she stands in an unopposed yes/no retention vote at the time of Utah’s next general election. If retained by the voting public she serves a 10-year term. She may stand for additional 10-year terms in the same retention process.</p>

<p><strong>Age/Term Limits:</strong> There is no limit on the number of terms a justice may serve but there is a mandatory retirement age of 75.</p>
"
Vermont,VT,State Supreme Court,Yes,Binding Commission,Yes,Yes,Senate,,No,No,No,No,Gubernatorial Appointment,Yes,Binding Commission,Yes,Yes,Senate,,No,No,No,No,Gubernatorial Appointment,No,No,No,No,No,,Yes,No,No,No,Legislative Appointment,No,Yes,No,No,No,No,No,No,"<p><strong> Filling an Interim Vacancy:</strong> When a seat on the Vermont Supreme Court becomes open in the middle of a judge’s term, the governor nominates a judicial candidate from a list provided by a judicial nominating commission. The governor’s nominee must be confirmed by a majority vote of the state Senate. An appointed judge serves a six-year term.</p>

<p><strong> Filling a Vacancy at the End of a Judge’s Term:</strong> When a seat becomes open at the end of a judge’s term (for example, due to retirement or non-retention), the governor appoints a judicial candidate from a list provided by a judicial nominating commission. The governor’s nominee must be confirmed by a majority vote of the state Senate. An appointed judge serves a six-year term.</p>

<p><strong>Additional Terms:</strong> A sitting judge approaching the end of her term may stand for reappointment to additional six-year terms, in which a case a vote of the General Assembly is held and the judge is retained unless a majority of the votes are against retention.</p>

<p><strong>Age/Term Limits:</strong> There is no limit on the number of terms a judge may serve but there is a mandatory retirement age of 90.</p>
"
Virginia,VA,State Supreme Court,No,No,Yes,No,No,,Yes,No,No,No,Hybrid,No,No,No,No,No,,Yes,No,No,No,Legislative Appointment,No,No,No,No,No,,Yes,No,No,No,Legislative Appointment,No,No,No,No,Yes,No,No,No,"<p><strong> Filling an Interim Vacancy:</strong> When a seat on the Virginia Supreme Court becomes open in the middle of a justice’s term, the Legislature votes to appoint a judicial candidate to fill the empty seat.  The appointed justice serves a 12-year term. If the Legislature is not in session, the governor may appoint a judicial candidate to serve until the next legislative session.</p>

<p><strong> Filling a Vacancy at the End of a Judge’s Term:</strong> When a seat becomes open at the end of a justice’s term (for example, due to retirement), the Legislature votes to appoint a judicial candidate to a 12-year term.</p>

<p><strong>Additional Terms:</strong> A sitting justice approaching the end of a full term may stand for reappointment by the Legislature to additional 12-year terms in the same appointment process.</p>

<p><strong>Age/Term Limits:</strong> There is no limit on the number of terms a judge may serve but there is a mandatory retirement age of 70.</p>
"
Washington,WA,State Supreme Court,No,No,Yes,No,No,,No,No,No,No,Gubernatorial Appointment,No,No,No,No,No,,No,Yes,Nonpartisan,No,Nonpartisan Elections,No,No,No,No,No,,No,Yes,Nonpartisan,No,Nonpartisan Elections,No,No,Yes,No,No,No,No,No,"<p><strong>Filling an Interim Vacancy:</strong> When a seat on the Washington Supreme Court becomes open in the middle of a justice’s term, the governor appoints a judicial candidate to the empty seat on the bench. The appointed justice holds office until Washington’s next general election. During the general election, multiple candidates may vie for the seat in a nonpartisan election. The elected justice serves the remainder of the unexpired term.</p>

<p><strong>Filling a Vacancy at the End of a Justice’s Term:</strong> When a seat becomes open at the end of a justice’s term (for example, due to retirement), the vacancy is filled through a nonpartisan election, where multiple candidates may vie for the seat. The elected justice serves a six-year term.</p>

<p><strong>Additional Terms:</strong> A sitting justice approaching the end of her term may seek additional six-year terms through participating in a nonpartisan election, where multiple candidates may vie for the seat.</p>

<p><strong>Age/Term Limits:</strong> There is no limit on the number of terms a judge may serve but there is a mandatory retirement age of 75.</p>
"
West Virginia,WV,State Supreme Court,Yes,Binding Commission,Yes,No,No,,No,No,No,No,Gubernatorial Appointment,No,No,No,No,No,,No,Yes,Nonpartisan,No,Nonpartisan Elections,No,No,No,No,No,,No,Yes,Nonpartisan,No,Nonpartisan Elections,No,No,Yes,No,No,No,No,No,"<p><strong>Filling an Interim Vacancy:</strong> When a seat on the West Virginia Supreme Court becomes open in the middle of a justice’s term, the governor the governor appoints a judicial candidate from a list provided by a judicial nominating commission. The appointed justice holds office until West Virginia’s next general election. During the general election, multiple candidates may vie for the seat in a nonpartisan election. The elected justice serves the remainder of the unexpired term.</p>

<p><strong>Filling a Vacancy at the End of a Justice’s Term:</strong> When a seat becomes open at the end of a justice’s term (for example, due to retirement), the vacancy is filled through a nonpartisan election, where multiple candidates may vie for the seat. The elected justice serves a 12-year term.</p>

<p><strong>Additional Terms:</strong> A sitting justice approaching the end of her term may seek additional 12-year terms through participating in a nonpartisan election, where multiple candidates may vie for the seat.</p>

<p><strong>Age/Term Limits:</strong> There is no limit on the number of terms a justice may serve or an age at which they are prevented from holding office.</p>
"
Wisconsin ,WI,State Supreme Court,Yes,Nonbinding Commission,Yes,No,No,,No,No,No,No,Gubernatorial Appointment,No,No,No,No,No,,No,Yes,Nonpartisan,No,Nonpartisan Elections,No,No,No,No,No,,No,Yes,Nonpartisan,No,Nonpartisan Elections,No,No,Yes,No,No,No,No,No,"<p><strong>Filling an Interim Vacancy:</strong> When a seat on the Wisconsin Supreme Court becomes open in the middle of a justice’s term, the governor appoints a judicial candidate to the empty seat on the bench. The governor receives a list of candidates vetted and recommended by the judicial nominating commission but is not required to select a candidate from the list. The appointed justice holds office until Wisconsin’s next spring election when no other justice is to be elected. If the vacancy occurs between December 1 and the date of the spring election, the appointed justice stands for election in the second succeeding spring election (or later, if another justice is to be elected) instead. During the election, multiple candidates may vie for the seat in a nonpartisan election. The elected justice serves a 10-year term.</p>

<p><strong>Filling a Vacancy at the End of a Justice’s Term:</strong> When a seat becomes open at the end of a justice’s term (for example, due to retirement), the vacancy is filled through a nonpartisan election, where multiple candidates may vie for the seat. The elected justice serves a 10-year term.</p>

<p><strong>Additional Terms:</strong> A sitting justice approaching the end of her term may seek additional 10-year terms through participating in a nonpartisan election, where multiple candidates may vie for the seat.</p>

<p><strong>Age/Term Limits:</strong> There is no limit on the number of terms a justice may serve or an age at which they are prevented from holding office.</p>

"
Wyoming,WY,State Supreme Court,Yes,Binding Commission,Yes,No,No,,No,No,No,No,Gubernatorial Appointment,Yes,Binding Commission,Yes,No,No,,No,No,No,No,Gubernatorial Appointment,No,No,No,No,No,,No,Yes,Retention,No,Retention Elections,Yes,No,No,No,No,No,No,No,"<p><strong>Filling an Interim Vacancy:</strong> When a seat on the Wyoming Supreme Court becomes open in the middle of a justice’s term, the governor appoints a judicial candidate from a list provided by a judicial nominating commission. </p>

<p><strong>Filling a Vacancy at the End of a Justice’s Term:</strong> When a seat becomes open at the end of a justice’s term (for example, due to retirement or the loss of a retention election), the governor appoints a judicial candidate from a list provided by a judicial nominating commission.</p>

<p><strong>Additional Terms:</strong> Once an appointed justice has at least one year of experience on the court, she stands in an unopposed yes/no retention vote at the time of Wyoming’s next general election. If retained by the voting public she serves an eight-year term. She may stand for additional eight-year terms in the same retention process.</p>

<p><strong>Age/Term Limits:</strong> There is no limit on the number of terms a justice may serve but there is a mandatory retirement age of 70.</p>
"
Alabama,AL,Intermediate Appellate Courts,No,No,Yes,No,No,,No,No,No,No,Gubernatorial Appointment,No,No,No,No,No,,No,Yes,Partisan,No,Partisan Elections,No,No,No,No,No,,No,Yes,Partisan,No,Partisan Elections,No,No,No,Yes,No,No,No,No,"<p><strong>Filling an Interim Vacancy:</strong> When a seat on the Alabama Courts of Civil or Criminal Appeals becomes open in the middle of a judge’s term, the governor appoints a judicial candidate to the empty seat on the bench. The appointed judge holds office until Alabama’s next general election more than one year after she was appointed, unless the remainder of the seat’s term runs out before then. During the election, multiple candidates may vie for the seat in a partisan election. The elected judge serves a six-year term.</p>

<p><strong>Filling a Vacancy at the End of a Judge’s Term:</strong> When a seat becomes open at the end of a judge’s term (for example, due to retirement), the vacancy is filled through a partisan election, where multiple candidates may vie for the seat. The elected judge serves a six-year term.</p>

<p><strong>Additional Terms:</strong>  A sitting judge approaching the end of her term may seek additional six-year terms through participating in a partisan election, where multiple candidates may vie for the seat.</p>

<p><strong>Age/Term Limits:</strong> There is no limit on the number of terms a judge may serve; however, a judge may not be appointed or elected after turning 70.</p>
"
Alaska,AK,Intermediate Appellate Courts,Yes,Binding Commission,Yes,No,No,,No,No,No,No,Gubernatorial Appointment,Yes,Binding Commission,Yes,No,No,,No,No,No,No,Gubernatorial Appointment,No,No,No,No,No,,No,Yes,Retention,No,Retention Elections,Yes,No,No,No,No,No,No,No,"<p><strong>Filling an Interim Vacancy:</strong> When a seat on the Alaska Court of Appeals becomes open in the middle of a judge’s term, the governor appoints a judicial candidate from a list provided by a judicial nominating commission.</p>

<p><strong>Filling a Vacancy at the End of a Judge’s Term:</strong> When a seat becomes open at the end of a judge’s term (for example, due to retirement or the loss of a retention election), the governor appoints a judicial candidate from a list provided by a judicial nominating commission.</p>

<p><strong>Additional Terms:</strong> Once an appointed judge has at least three years of experience on the court, she stands in an unopposed yes/no retention vote at the time of Alaska’s next general election. If retained by the voting public she serves an eight-year term. She may stand for additional eight-year terms in the same retention process.</p>

<p><strong>Age/Term Limits:</strong> There is no limit on the number of terms a judge may serve but there is a mandatory retirement age of 70.</p>
"
Arizona,AZ,Intermediate Appellate Courts,Yes,Binding Commission,Yes,No,No,,No,No,No,No,Gubernatorial Appointment,Yes,Binding Commission,Yes,No,No,,No,No,No,No,Gubernatorial Appointment,No,No,No,No,No,,No,Yes,Retention,No,Retention Elections,Yes,No,No,No,No,No,No,No,"<p><strong>Filling an Interim Vacancy:</strong> When a seat on the Arizona Court of Appeals becomes open in the middle of a judge’s term, the governor appoints a judicial candidate from a list provided by a judicial nominating commission.</p>

<p><strong>Filling a Vacancy at the End of a Judge’s Term:</strong> When a seat becomes open at the end of a judge’s term (for example, due to retirement or the loss of a retention election), the governor appoints a judicial candidate from a list provided by a judicial nominating commission. </p>

<p><strong>Additional Terms:</strong> Once an appointed judge has at least two years of experience on the court, she stands in an unopposed yes/no retention vote at the time of Arizona’s next general election. If retained by the voting public she serves a six-year term. She may stand for additional six-year terms in the same retention process. </p>

<p><strong>Age/Term Limits:</strong> There is no limit on the number of terms a judge may serve but there is a mandatory retirement age of 70.</p>
"
Arkansas,AR,Intermediate Appellate Courts,No,No,Yes,No,No,,No,No,No,No,Gubernatorial Appointment,No,No,No,No,No,,No,Yes,Nonpartisan,No,Nonpartisan Elections,No,No,No,No,No,,No,Yes,Nonpartisan,No,Nonpartisan Elections,No,No,Yes,No,No,No,No,No,"<p><strong>Filling an Interim Vacancy:</strong> When a seat on the Arkansas Court of Appeals becomes open in the middle of a judge’s term, the governor appoints a judicial candidate to the empty seat on the bench. The appointed judge holds office until Arkansas’ next general election more than four months after she was appointed, unless the remainder of the seat’s term runs out before then. During the election, multiple candidates may vie for the seat in a nonpartisan election. The elected judge serves a six-year term. </p>

<p><strong>Filling a Vacancy at the End of a Judge’s Term:</strong> When a seat becomes open at the end of a judge’s term (for example, due to retirement), the vacancy is filled through a nonpartisan election, where multiple candidates may vie for the seat. The elected judge serves a six-year term. </p>

<p><strong>Additional Terms:</strong>  A sitting judge approaching the end of her term may seek additional six-year terms through participating in a nonpartisan election, where multiple candidates may vie for the seat. </p>

<p><strong>Age/Term Limits:</strong> There is no limit on the number of terms a judge may serve; however a judge loses retirement benefits if elected or appointed to judicial office after age 70.</p>
"
California,CA,Intermediate Appellate Courts,No,No,Yes,Yes,,Commission on Judicial Appointments,No,No,No,No,Gubernatorial Appointment,No,No,Yes,Yes,,Commission on Judicial Appointments,No,No,No,No,Gubernatorial Appointment,No,No,No,No,No,,No,Yes,Retention,No,Retention Elections,No,No,No,No,No,No,Yes,No,"<p><strong>Filling an Interim Vacancy:</strong> When a seat on the California Courts of Appeal becomes open in the middle of a justice’s term, the governor appoints a judicial candidate. The governor’s nominee must be confirmed by a majority vote of the Commission on Judicial Appointments, which consists of the Chief Justice, Attorney General of California, and the senior presiding justice of the affected court of appeal.</p>

<p><strong>Filling a Vacancy at the End of a Justice’s Term:</strong> When a seat becomes open at the end of a justice’s term (for example, due to retirement or the loss of a retention election), the governor appoints a judicial candidate. The governor’s nominee must be confirmed by a majority vote of the Commission on Judicial Appointments, which consists of the Chief Justice, Attorney General of California, and the senior presiding justice of the affected court of appeal.</p>

<p><strong>Additional Terms:</strong> Once an appointed justice has at least one year of experience on the court, she stands in an unopposed yes/no retention vote at the time of California’s next general election. If retained by the voting public she serves a 12-year term. She may stand for additional 12-year terms in the same retention process.</p>

<p><strong>Age/Term Limits:</strong> There is no limit on the number of terms a justice may serve or an age at which they are prevented from holding office.</p>
"
Colorado,CO,Intermediate Appellate Courts,Yes,Binding Commission,Yes,No,No,,No,No,No,No,Gubernatorial Appointment,Yes,Binding Commission,Yes,No,No,,No,No,No,No,Gubernatorial Appointment,No,No,No,No,No,,No,Yes,Retention,No,Retention Elections,Yes,No,No,No,No,No,No,No,"<p><strong> Filling an Interim Vacancy:</strong> When a seat on the Colorado Court of Appeals becomes open in the middle of a judge’s term, the governor appoints a judicial candidate from a list provided by a judicial nominating commission.</p>

<p><strong> Filling a Vacancy at the End of a Judge’s Term:</strong> When a seat becomes open at the end of a judge’s term (for example, due to retirement or the loss of a retention election), the governor appoints a judicial candidate from a list provided by a judicial nominating commission.</p>

<p><strong>Additional Terms:</strong> Once an appointed judge has at least two years of experience on the court, she stands in an unopposed yes/no retention vote at the time of Colorado’s next general election. If retained by the voting public she serves an eight-year term. She may stand for additional eight-year terms in the same retention process.</p>

<p><strong>Age/Term Limits:</strong> There is no limit on the number of terms a judge may serve but there is a mandatory retirement age of 72.</p>
"
Connecticut,CT,Intermediate Appellate Courts,Yes,Binding Commission,Yes,Yes,House & Senate,,No,No,No,No,Gubernatorial Appointment,Yes,Binding Commission,Yes,Yes,House & Senate,,No,No,No,No,Gubernatorial Appointment,Yes,Binding Commission,Yes,Yes,House & Senate,,No,No,No,No,Gubernatorial Appointment,No,Yes,No,No,No,No,No,No,"<p><strong> Filling an Interim Vacancy:</strong> When a seat on the Connecticut Appellate Court becomes open in the middle of a judge’s term, the governor nominates a judicial candidate from a list provided by a judicial nominating commission. The governor’s nominee must be confirmed by a majority vote of the state House and Senate. An appointed judge serves an eight-year term.</p>

<p><strong> Filling a Vacancy at the End of a Judge’s Term:</strong> When a seat becomes open at the end of a judge’s term (for example, due to retirement), the governor appoints a judicial candidate from a list provided by a judicial nominating commission. The governor’s nominee must be confirmed by a majority vote of the state House and Senate. An appointed judge serves an eight-year term.</p>

<p><strong>Additional Terms:</strong> A sitting judge approaching the end of her term may stand for reappointment to additional eight-year terms in the same appointment process.</p>

<p><strong>Age/Term Limits:</strong> There is no limit on the number of terms a judge may serve but there is a mandatory retirement age of 70.</p>
"
Delaware,DE,Intermediate Appellate Courts,,,,,,,,,,,Not Applicable,,,,,,,,,,,Not Applicable,,,,,,,,,,,,No,Yes,No,No,No,No,No,No,<p>Delaware has no intermediate appellate court.</p>
District of Columbia,DC,Intermediate Appellate Courts,,,,,,,,,,,Not Applicable,,,,,,,,,,,Not Applicable,,,,,,,,,,,,,,,,,,,,<p>The District of Columbia has no intermediate appellate court.</p>
Florida,FL,Intermediate Appellate Courts,Yes,Binding Commission,Yes,No,No,,No,No,No,No,Gubernatorial Appointment,Yes,Binding Commission,Yes,No,No,,No,No,No,No,Gubernatorial Appointment,No,No,No,No,No,,No,Yes,Retention,No,Retention Elections,Yes,No,No,No,No,No,No,No,"<p><strong>Filling an Interim Vacancy:</strong> When a seat on the Florida District Courts of Appeal becomes open in the middle of a judge’s term, the governor appoints a judicial candidate from a list provided by a judicial nominating commission.</p>

<p><strong>Filling a Vacancy at the End of a Judge’s Term:</strong> When a seat becomes open at the end of a judge’s term (for example, due to retirement or the loss of a retention election), the governor appoints a judicial candidate from a list provided by a judicial nominating commission.</p>

<p><strong>Additional Terms:</strong> Once an appointed judge has at least one year of experience on the court, she stands in an unopposed yes/no retention vote at the time of Florida’s next general election. If retained by the voting public she serves a six-year term. She may stand for additional six-year terms in the same retention process.</p>

<p><strong>Age/Term Limits:</strong> There is no limit on the number of terms a judge may serve. There is a mandatory retirement age of 70 but a judge who has already served one half of the seat’s term is permitted to complete the remainder of the term.</p>
"
